UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
14860733,3294120,09/06/2015,18:26,2,NY,PASSENGER VEHICLE,,,,,,,,,Making Left Turn,,,,,,,,,
19140657,4229538,10/24/2019,17:30,45285962-7c0f-4f06-ba8e-d4f144d9970a,NY,Station Wagon/Sport Utility Vehicle,PONT -CAR/SUV,,2006,North,3,M,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,,,,N,,Unspecified,Unspecified
19140963,4229652,10/18/2019,3:19,f1aaf3f9-6724-4d3d-a185-3d5b57fa5906,NY,Sedan,HOND -CAR/SUV,,2014,West,1,M,Unlicensed,NY,Starting from Parking,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Aggressive Driving/Road Rage
17185256,3483924,07/19/2016,6:30,534011,,,,,,,,,,,,,,,,,Unspecified,,,
13426068,253813,12/27/2013,17:43,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
13422334,252155,09/15/2013,16:10,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
8998312,35359,06/30/2013,10:32,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
14088846,281849,04/15/2013,17:05,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Glare,
12056525,344490,06/01/2014,12:26,1,NJ,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
12463939,335777,05/15/2014,15:10,1,NY,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inattention/Distraction,
14769634,3250323,06/29/2015,11:40,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inattention/Distraction,
10781441,2944097,09/25/2013,8:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
19139784,4229147,10/24/2019,15:30,ff99011f-28ff-469b-84ec-c448736336b0,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2014,East,1,M,Licensed,NY,Making Right Turn,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Unspecified
9845238,78195,11/24/2013,23:45,2,CA,OTHER,,,,,,,,,,,,,,,,,Unspecified,
14740422,3238094,06/11/2015,9:16,1,NY,BUS,,,,,,,,,Stopped in Traffic,,,,,,,,Unspecified,
19139741,4229434,10/24/2019,18:20,c2405857-f270-4e36-90a4-3cb9d3c571b8,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2005,South,2,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,No Damage,No Damage,N,,Passing Too Closely,Unspecified
8785512,23356,03/04/2013,12:25,1,NY,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,,,,,,,,,Unspecified,
15016891,3372576,01/16/2016,14:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inattention/Distraction,
19140509,4229199,10/24/2019,17:30,ff3b7a1b-2905-48a8-bb3d-cc1a9a8add6c,NJ,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2004,West,1,M,Licensed,NJ,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Following Too Closely,Unspecified
17403474,3580294,12/15/2016,8:10,1203701,NY,Sedan,HOND -CAR/SUV,,2016,North,1,F,Licensed,NY,Making Right Turn,Right Side Doors,Center Front End,,,,N,,Unspecified,Unspecified
17288674,3554397,11/05/2016,19:00,1030526,NY,Sedan,LEXS -CAR/SUV,,2003,West,2,F,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Bumper,Center Front End,,,N,,Unspecified,Unspecified
14832566,3280158,08/18/2015,14:40,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inattention/Distraction,
19139420,4228679,10/24/2019,12:30,09b9d56a-4724-49a6-8f0f-8afbf247a273,NY,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2009,Southwest,1,M,Licensed,NY,Slowing or Stopping,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Following Too Closely,Driver Inattention/Distraction
17267932,3492092,07/30/2016,15:35,716575,NY,Sedan,HYUN -CAR/SUV,,2015,West,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Center Front End,Right Front Bumper,Left Front Quarter Panel,No Damage,N,,Driver Inattention/Distraction,Unspecified
19139234,4228741,10/24/2019,13:20,6655cce3-cda2-4275-8de4-2bc11e723a56,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,1985,Northeast,0,M,Licensed,NY,Making Right Turn,Left Front Bumper,Left Front Bumper,Center Front End,Center Front End,Center Front End,N,,Unspecified,Unspecified
15040831,3384711,02/04/2016,9:05,1,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
19693330,4322338,06/22/2020,10:19,97331e7e-4d04-40dc-8593-2c0dc0c5b032,NY,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2015,North,1,M,Licensed,NY,Parked,Left Front Bumper,Left Front Bumper,,,,N,,Driver Inattention/Distraction,Unspecified
14770822,3250862,07/02/2015,7:45,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Parked,,,,,,,,Unspecified,
19140952,4229546,10/24/2019,15:30,a82b5cec-04cd-494c-a691-068d1bee7be8,NY,Bus,starc,,2016,West,3,M,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
14619901,3188251,03/18/2015,12:25,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
14090874,282758,07/28/2013,17:17,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
12315534,200548,11/20/2013,7:30,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Prescription Medication,
14694545,3219453,05/11/2015,8:35,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inexperience,
9722856,350238,06/12/2014,14:30,1,CT,VAN,,,,,,,,,Starting in Traffic,,,,,,,,Unspecified,
19139841,4229419,10/24/2019,7:20,9141c4f5-6280-475a-b5a3-8652565ad877,,E-Bik,,,,West,1,M,,,Going Straight Ahead,Center Front End,Other,,,,N,,Passing Too Closely,Unsafe Speed
14749247,3241309,06/16/2015,10:46,1,PA,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
10157605,89197,10/23/2012,9:50,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14932129,3329946,11/07/2015,0:01,2,NY,PASSENGER VEHICLE,,,,,,,,,Making U Turn,,,,,,,,Prescription Medication,
17334558,3472782,07/01/2016,23:50,473341,NJ,Garbage or Refuse,KW-TRUCK/BUS,,2008,South,2,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Pavement Slippery,Unspecified
9624931,504056,07/12/2014,20:20,1,NY,,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19140213,4229175,10/24/2019,16:00,c9cc9984-323c-43c0-b938-3a8a8e89b434,NY,Sedan,HOND -CAR/SUV,,2002,Unknown,1,F,Licensed,NY,Merging,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
14735420,3236070,06/07/2015,13:34,2,IL,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
14465649,303499,10/29/2013,17:15,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
11409795,363260,07/07/2014,20:43,2,NY,PASSENGER VEHICLE,,,,,,,,,Making Left Turn,,,,,,,,Unspecified,
14921278,3324539,10/28/2015,15:45,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Other Vehicular,
11869286,995035,07/18/2014,0:15,1,NY,TAXI,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
15016399,3372329,01/17/2016,16:00,2,UK,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
12262445,2819649,11/06/2014,12:40,1,NY,PASSENGER VEHICLE,,,,,,,,,Stopped in Traffic,,,,,,,,Other Vehicular,
14559940,3163517,02/03/2015,17:52,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19140351,4229134,10/24/2019,18:26,9a4baff5-a14f-4d3a-a455-7d3c46f63503,PA,Motorcycle,SUZI -MCL,,2017,East,1,M,Licensed,PA,Going Straight Ahead,Center Front End,Right Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,,N,,Unspecified,Unspecified
17212623,3524493,09/19/2016,12:45,814770,VA,Sedan,HOND -CAR/SUV,,2001,Southwest,1,M,Licensed,VA,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Reaction to Uninvolved Vehicle,Unspecified
16944172,3422686,03/22/2016,8:15,32866,NY,4 dr sedan,DODG -CAR/SUV,,2007,North,2,F,,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Unspecified,Unspecified
15002444,3365317,01/04/2016,10:40,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19139677,4228969,10/24/2019,9:27,ce9a7e5e-4e11-4a5d-b7e1-5181baffd29e,NY,Sedan,MERZ -CAR/SUV,,2015,South,1,F,Licensed,NY,Avoiding Object in Roadway,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,,Outside Car Distraction,Unspecified
19140790,4229549,10/24/2019,10:20,a84d28e6-5fd5-4ba9-ab80-4389d453327d,NJ,Box Truck,HINO -TRUCK/BUS,,2011,South,3,M,Licensed,NJ,Going Straight Ahead,Left Front Quarter Panel,No Damage,No Damage,No Damage,No Damage,N,,Other Vehicular,Passing Too Closely
19139381,4228941,10/24/2019,15:43,2407fe22-3279-4e24-ac54-7b7f38424067,NY,Sedan,TOYT -CAR/SUV,,1999,North,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Reaction to Uninvolved Vehicle,Unspecified
17278149,3557684,11/09/2016,23:00,1049017,NY,Sedan,TOYT -CAR/SUV,,2002,Northeast,1,F,Licensed,NY,Making Left Turn,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19141101,4228322,10/23/2019,17:00,54dbbf30-8d6f-4b3b-8311-33b68b0afd4e,NY,Sedan,CHEV -CAR/SUV,,2018,East,2,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,,,N,,Glare,Unspecified
12253539,195982,05/18/2013,22:45,4,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
14820848,3274383,08/08/2015,9:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Slowing or Stopping,,,,,,,,Unspecified,
19139421,4228754,10/24/2019,14:26,4b54d658-a5e7-4b8a-8208-f2c41d6235ac,NY,Sedan,HYUN -CAR/SUV,,2015,Southwest,1,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19139687,4228978,10/24/2019,18:10,33a4ee83-d002-4141-a7d3-a8f7550bd094,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2007,West,2,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Unspecified
17392193,3590375,12/30/2016,16:00,1269614,AZ,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2012,West,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,N,,Driver Inexperience,Unspecified
19140260,4229102,10/24/2019,11:20,8b394f70-bf3b-4fc5-bdad-ffbacc5e6cdd,NY,Sedan,HYUN -CAR/SUV,,2012,East,0,U,,,Other*,Right Front Bumper,Right Front Bumper,,,,N,,Other Vehicular,Driverless/Runaway Vehicle
19139182,4229065,10/24/2019,20:30,de9abf92-3ce1-4857-bedf-37d59956c8e2,NY,Sedan,,,2015,North,0,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,,,N,,Unspecified,Unspecified
19141042,4229625,10/22/2019,21:10,f78aa948-93ed-4897-a1ee-44d1c94e2831,,,,,,West,,,,,Going Straight Ahead,,,,,,Unspecified,,Unsafe Lane Changing,Driver Inattention/Distraction
14523324,3134938,12/11/2014,10:35,1,MD,SPORT UTILITY / STATION WAGON,,,,,,,,,Parked,,,,,,,,Unspecified,
19140630,4229591,10/24/2019,12:15,78e316e9-99b3-4709-98b1-2268dcf7defb,,Golf,,,,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
13534270,3066001,01/10/2014,6:45,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19139539,4228854,10/24/2019,17:00,92455d32-b1c6-476f-b7ab-aa31c4922d44,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2006,West,1,F,Licensed,NY,Stopped in Traffic,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
19139547,4228776,10/24/2019,8:00,c6907716-fcb0-4f50-bf33-b95a46d63e4e,,,,,,,1,,,,Making Left Turn,Other,Other,Other,Other,Other,Unspecified,,,
19138957,4228914,10/24/2019,16:50,c39e1a06-034d-4c88-b81b-1dfb626653a4,NY,Taxi,TOYT -CAR/SUV,,2014,East,1,M,Licensed,NY,Changing Lanes,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,,,N,,Passing or Lane Usage Improper,Unsafe Lane Changing
10962713,128359,08/03/2013,21:40,4,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
15066919,3397851,03/02/2016,15:00,2,NY,TAXI,,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inattention/Distraction,
14469971,2938322,11/23/2014,16:54,3,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
10603187,109890,09/05/2012,9:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Backing Unsafely,
14787833,3258348,07/13/2015,17:30,3,NY,PASSENGER VEHICLE,,,,,,,,,Stopped in Traffic,,,,,,,,Unspecified,
12673992,2817511,11/02/2014,9:10,1,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
13844310,3096910,10/21/2012,18:25,1,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
10877530,316582,04/06/2014,12:54,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
9352727,54283,07/30/2013,17:08,2,NJ,VAN,,,,,,,,,,,,,,,,,Prescription Medication,
17378952,3584787,12/21/2016,13:10,1233762,NY,Sedan,CHEV -CAR/SUV,,2002,North,2,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified
8790830,26012,02/27/2014,20:45,2,NY,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,,,,,,,,,,
12835279,3016969,10/02/2012,5:15,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
9283326,49762,08/23/2013,0:30,2,NY,BICYCLE,,,,,,,,,,,,,,,,,Passenger Distraction,
17201906,3463817,06/18/2016,17:30,417136,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2014,South,1,F,Licensed,NY,Making Left Turn,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Failure to Yield Right-of-Way,Unspecified
17246419,3483502,07/19/2016,15:20,548046,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2002,Unknown,0,,,,Parked,Left Front Bumper,Left Front Bumper,,,,Unspecified,,Unspecified,Unspecified
19138699,4229057,10/24/2019,9:20,f2711afa-07b1-4020-9d4f-4eece415ab69,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2006,East,0,M,Licensed,NY,Making U Turn,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,View Obstructed/Limited,Unspecified
15078965,3403880,03/10/2016,23:00,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19138840,4229048,10/24/2019,14:50,70b33695-98fb-4fdb-9416-6cb0fd64d2a2,FL,Box Truck,INTL-TRUCK/BUS,,2017,West,1,M,Licensed,NJ,Going Straight Ahead,Center Front End,No Damage,,,,N,,Following Too Closely,Unspecified
11811769,2826972,11/20/2014,12:30,1,NY,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,Parked,,,,,,,,Unspecified,
14462145,301847,11/10/2012,20:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19138569,4229074,10/24/2019,2:45,caf2df2a-1333-4f7e-9593-6507286c6742,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2016,East,1,M,Licensed,NY,Stopped in Traffic,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Unspecified,Unspecified
12253885,196133,06/07/2013,10:30,1,NY,LIVERY VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14213010,3107815,07/08/2013,20:13,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Fatigued/Drowsy,
15008543,3368365,01/10/2016,13:00,2,NY,PASSENGER VEHICLE,,,,,,,,,Slowing or Stopping,,,,,,,,Traffic Control Disregarded,
11753077,170368,02/07/2014,21:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19140845,4229611,10/21/2019,13:35,962e2d03-91e0-4e44-9f91-a68c8769b5ea,FL,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2013,North,2,M,Licensed,FL,Going Straight Ahead,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,No Damage,No Damage,N,,Unspecified,Unspecified
10604869,2937782,01/04/2013,20:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17063109,3443650,05/16/2016,21:15,280861,NY,4 dr sedan,HOND -CAR/SUV,HOND CIV,2004,West,1,M,Unlicensed,,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Right Front Quarter Panel,,Y,,Driver Inexperience,Unsafe Speed
16974506,3427580,04/12/2016,16:00,126175,NY,4 dr sedan,CHEV -CAR/SUV,CHEV IMP,2003,West,1,F,Licensed,NY,Backing,Center Back End,Center Back End,Left Rear Bumper,,,N,,Backing Unsafely,Unspecified
12672199,1009898,08/17/2014,7:58,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Parked,,,,,,,,Unspecified,
11561684,157432,02/20/2013,14:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17072514,3450567,05/25/2016,17:10,318105,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2007,East,2,M,Licensed,NY,Changing Lanes,Left Front Bumper,No Damage,,,,N,,Unspecified,Unspecified
17155335,3493922,08/04/2016,4:40,606257,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2003,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
14975725,3351833,12/13/2015,1:30,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
13643970,259381,07/04/2012,11:30,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
9624780,355708,06/21/2014,22:45,2,NY,BICYCLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
17075794,3591408,12/29/2016,19:00,1281267,,,,,,,,,,,,,,,,,Unspecified,,,
19139915,4229468,10/24/2019,0:00,23e7ed8c-d06a-4246-a95e-412e6ebfb531,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2011,South,1,F,Licensed,NY,Making Right Turn,Left Front Bumper,Left Front Quarter Panel,Center Front End,Right Front Bumper,No Damage,N,,Unspecified,Unspecified
19139987,4229087,10/24/2019,20:24,12750bf7-1e8c-454b-94ce-808169cb12f9,,Bike,,,,West,1,F,Licensed,NY,Going Straight Ahead,Other,No Damage,,,,N,,Unspecified,Unspecified
14951245,3339581,11/22/2015,13:10,2,NY,OTHER,,,,,,,,,Parked,,,,,,,,Driver Inattention/Distraction,
14678028,3212289,04/29/2015,9:30,1,NY,OTHER,,,,,,,,,Going Straight Ahead,,,,,,,,Oversized Vehicle,
19138766,4228957,10/24/2019,18:05,815a5efc-6982-417e-8295-ea427a914022,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2005,South,2,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Driver Inattention/Distraction,Unspecified
11756590,358701,06/22/2014,19:20,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19139665,4228616,10/24/2019,8:00,94dd7f81-0f24-4ae9-b208-5d6b8351fdc4,NY,Sedan,NISS -CAR/SUV,,2015,West,1,M,Licensed,NY,Changing Lanes,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,N,,Unsafe Lane Changing,Lane Marking Improper/Inadequate
19139593,4228857,10/24/2019,17:50,3762e911-43b1-4553-89e4-7045c9fb3f8e,NY,Sedan,FORD -CAR/SUV,,2012,South,1,F,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,,,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
12957025,229542,01/09/2013,23:00,2,NY,BICYCLE,,,,,,,,,,,,,,,,,Unspecified,
19139534,4228728,10/24/2019,13:00,f2565bff-c962-4eb6-8443-ff0707c126c3,NY,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2018,Northeast,1,F,Licensed,NY,Making Right Turn,Left Front Bumper,Left Front Bumper,,,,N,,View Obstructed/Limited,Failure to Yield Right-of-Way
14898343,3313018,10/10/2015,20:00,1,SC,PICK-UP TRUCK,,,,,,,,,Making Right Turn,,,,,,,,Unspecified,
13845059,269157,12/05/2012,2:00,1,NC,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14850956,3289260,09/03/2015,8:40,2,NY,UNKNOWN,,,,,,,,,Backing,,,,,,,,Unspecified,
19139343,4228680,10/24/2019,2:34,7bd5e4da-fd32-4563-a74f-c17e9c45c01c,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2018,East,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19140989,4212369,09/24/2019,6:30,6c47aa77-f633-43f3-aa2a-a125d7718616,NY,Sedan,HOND -CAR/SUV,,2009,West,0,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Other Vehicular,Unspecified
13226363,238709,07/07/2012,14:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
9502344,60442,01/24/2013,9:08,1,NY,LIVERY VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14694997,3219640,05/13/2015,0:35,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Making Left Turn,,,,,,,,Other Vehicular,
11626592,163263,02/16/2014,14:50,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
10606486,111327,04/26/2013,8:44,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Backing Unsafely,
13857413,2810051,10/18/2014,14:45,1,NY,PASSENGER VEHICLE,,,,,,,,,Slowing or Stopping,,,,,,,,Driver Inattention/Distraction,
10470361,106479,01/11/2014,17:33,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19140727,4229605,10/24/2019,17:30,bcb0bc25-bd5b-4f24-ad8e-5f602d93acf6,NY,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2011,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Left Front Bumper,,N,,Following Too Closely,Outside Car Distraction
17058097,3441715,05/15/2016,13:10,274738,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,NISS RGE,2015,North,2,M,Licensed,TN,Going Straight Ahead,Right Rear Bumper,Right Rear Bumper,Center Back End,,,N,,Unspecified,Unspecified
19139679,4228966,10/24/2019,11:15,c523d4c4-f0b9-4d84-a798-28272aae0e14,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2015,South,1,F,Licensed,NY,Going Straight Ahead,Center Front End,Right Front Bumper,Center Front End,,,N,,Following Too Closely,Unspecified
19138570,4229074,10/24/2019,2:45,7d6d1441-4be9-4804-a2eb-48e77f42b473,NY,Station Wagon/Sport Utility Vehicle,MERC -CAR/SUV,,2006,West,1,F,Licensed,NY,Backing,Center Back End,Center Back End,,,,N,,Backing Unsafely,Driver Inattention/Distraction
19139239,4228590,10/24/2019,5:53,4d007683-1a6a-437b-9656-675a61ad3663,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2012,West,1,M,Licensed,NY,Going Straight Ahead,Right Rear Bumper,Right Rear Bumper,Right Rear Bumper,Right Rear Bumper,,N,,Unspecified,Unspecified
19140870,4226919,10/20/2019,12:30,10977bc4-262c-434a-b7f0-a7c2270c580d,NY,Sedan,HOND -CAR/SUV,,2008,East,0,,,,Parked,Left Rear Bumper,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified
8701430,18298,02/12/2013,10:04,1,PA,PICK-UP TRUCK,,,,,,,,,,,,,,,,,Backing Unsafely,
17200454,3474943,07/05/2016,17:45,485380,NY,4 dr sedan,LEXS -CAR/SUV,,2011,South,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Right Front Bumper,,,,N,,Unspecified,Unspecified
19138772,4228797,10/24/2019,12:40,64f56490-7333-483f-9d4d-41155d64cd3d,,,,,,,,,,,,,,,,,Unspecified,,,
19139945,4229408,10/24/2019,19:30,e03198f1-4c9f-4f05-96e8-881815f2c67c,,,,,,,,,,,,,,,,,Unspecified,,,
17207612,3543819,10/19/2016,19:50,955685,PA,Van,GREAT DANE,,2012,South,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,No Damage,No Damage,No Damage,No Damage,N,,Other Vehicular,Unspecified
17268103,3496853,08/08/2016,17:35,627557,NY,Sedan,HOND -CAR/SUV,,2016,East,2,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,,,N,,Unspecified,Unspecified
